rank_date,country_full,rank,total_points
2014-01-01,Croatia,15,1886.7
2014-01-01,Austria,8,1907.7
2014-01-01,Colombia,16,1901.6
2014-01-01,Senegal,14,1901.9
2014-01-01,Mexico,18,1833.9
2014-01-01,United States,12,1873.3
2014-01-01,Uruguay,19,1839.6
2014-01-01,Japan,15,1862.5
2014-01-01,Switzerland,19,1783.0
2014-01-01,Norway,18,1830.6
2014-01-01,Iran,19,1823.7
2014-01-01,Turkey,23,1814.0
2014-01-01,Ecuador,26,1725.6
2014-01-01,Sweden,20,1795.4
2014-01-01,South Korea,27,1786.6
2014-01-01,Nigeria,27,1821.9
2014-01-01,Australia,29,1795.3
2014-01-01,Ivory Coast,26,1796.1
2014-01-01,Algeria,30,1800.7
2014-01-01,Egypt,32,1749.4
2014-01-01,Canada,31,1770.3
2014-01-01,Tunisia,31,1788.4
2014-01-01,Paraguay,32,1755.9
2014-01-01,Peru,34,1724.2
2014-01-01,Ghana,31,1723.4
2014-01-01,Saudi Arabia,37,1728.1
2014-01-01,Cabo Verde,35,1706.1
2014-01-01,Slovakia,36,1683.9
2014-01-01,Scotland,38,1683.1
2014-01-01,Jordan,41,1687.4
2014-01-01,Czechia,41,1727.6
2014-01-01,South Africa,44,1652.0
2014-01-01,Venezuela,46,1630.6
2014-01-01,Chile,47,1710.5
2014-01-01,Bolivia,46,1615.0
2014-01-01,Indonesia,41,1649.2
2014-01-01,New Zealand,48,1678.2
2014-01-01,Costa Rica,45,1621.0
2014-01-01,Curaçao,44,1623.0
2014-01-01,Honduras,50,1573.9
2014-01-01,DR Congo,51,1607.0
2014-01-01,Kenya,51,1611.6
2014-01-01,Panama,47,1646.0
2014-01-01,Bosnia and Herzegovina,48,1567.4
2014-01-01,Qatar,53,1572.1
2014-01-01,Haiti,54,1586.6
2014-01-01,Cuba,53,1563.8
2014-01-01,Iraq,55,1543.8
2014-01-01,Trinidad and Tobago,56,1536.2
2014-01-01,Uzbekistan,67,1479.4
2014-02-01,France,5,1967.3
2014-02-01,Spain,5,2039.2
2014-02-01,Argentina,7,1962.6
2014-02-01,England,6,1969.0
2014-02-01,Portugal,7,1967.8
2014-02-01,Brazil,2,1948.5
2014-02-01,Netherlands,11,1906.3
2014-02-01,Morocco,8,1970.7
2014-02-01,Belgium,9,1907.0
2014-02-01,Germany,8,1915.7
2014-02-01,Croatia,14,1926.2
2014-02-01,Austria,16,1943.0
2014-02-01,Colombia,17,1914.2
2014-02-01,Senegal,13,1858.7
2014-02-01,Mexico,15,1892.4
2014-02-01,United States,12,1859.7
2014-02-01,Uruguay,19,1899.6
2014-02-01,Japan,22,1865.0
2014-02-01,Switzerland,20,1845.4
2014-02-01,Norway,24,1865.2
2014-02-01,Iran,24,1853.4
2014-02-01,Turkey,22,1865.1
2014-02-01,Ecuador,21,1846.3
2014-02-01,Sweden,24,1814.8
2014-02-01,South Korea,28,1811.5
2014-02-01,Nigeria,29,1790.9
2014-02-01,Australia,30,1799.6
2014-02-01,Ivory Coast,30,1785.2
2014-02-01,Algeria,24,1838.5
2014-02-01,Egypt,27,1768.0
2014-02-01,Canada,26,1806.0
2014-02-01,Tunisia,34,1718.7
2014-02-01,Paraguay,28,1720.2
2014-02-01,Peru,30,1739.2
2014-02-01,Ghana,34,1751.3
2014-02-01,Saudi Arabia,40,1697.1
2014-02-01,Cabo Verde,34,1646.1
2014-02-01,Slovakia,36,1752.9
2014-02-01,Scotland,37,1694.3
2014-02-01,Jordan,37,1663.1
2014-02-01,Czechia,39,1656.4
2014-02-01,South Africa,38,1660.9
2014-02-01,Venezuela,38,1672.4
2014-02-01,Chile,47,1632.6
2014-02-01,Bolivia,48,1682.6
2014-02-01,Indonesia,42,1627.2
2014-02-01,New Zealand,47,1665.4
2014-02-01,Costa Rica,50,1607.5
2014-02-01,Curaçao,47,1644.8
2014-02-01,Honduras,45,1630.5
2014-02-01,DR Congo,47,1589.3
2014-02-01,Kenya,47,1622.0
2014-02-01,Panama,52,1607.4
2014-02-01,Bosnia and Herzegovina,54,1561.6
2014-02-01,Qatar,55,1626.9
2014-02-01,Haiti,50,1590.2
2014-02-01,Cuba,51,1528.0
2014-02-01,Iraq,56,1503.8
2014-02-01,Trinidad and Tobago,58,1528.3
2014-02-01,Uzbekistan,63,1499.3
2014-03-01,France,3,1917.4
2014-03-01,Spain,1,1996.9
2014-03-01,Argentina,4,1988.7
2014-03-01,England,7,2012.5
2014-03-01,Portugal,6,1969.7
2014-03-01,Brazil,10,1942.3
2014-03-01,Netherlands,8,1937.7
2014-03-01,Morocco,10,1948.3
2014-03-01,Belgium,12,1929.5
2014-03-01,Germany,12,1935.0
2014-03-01,Croatia,9,1886.5
2014-03-01,Austria,12,1878.0
2014-03-01,Colombia,15,1888.7
2014-03-01,Senegal,18,1938.7
2014-03-01,Mexico,18,1903.4
2014-03-01,United States,12,1856.9
2014-03-01,Uruguay,13,1887.6
2014-03-01,Japan,21,1908.5
2014-03-01,Switzerland,21,1859.6
2014-03-01,Norway,19,1891.0
2014-03-01,Iran,20,1809.7
2014-03-01,Turkey,18,1842.7
2014-03-01,Ecuador,26,1824.1
2014-03-01,Sweden,21,1784.0
2014-03-01,South Korea,23,1828.8
2014-03-01,Nigeria,22,1792.4
2014-03-01,Australia,27,1731.5
2014-03-01,Ivory Coast,26,1791.5
2014-03-01,Algeria,29,1775.5
2014-03-01,Egypt,25,1822.5
2014-03-01,Canada,34,1745.5
2014-03-01,Tunisia,29,1763.6
2014-03-01,Paraguay,35,1731.3
2014-03-01,Peru,30,1711.5
2014-03-01,Ghana,34,1699.5
2014-03-01,Saudi Arabia,38,1728.5
2014-03-01,Cabo Verde,39,1748.7
2014-03-01,Slovakia,40,1689.7
2014-03-01,Scotland,36,1703.6
2014-03-01,Jordan,42,1713.5
2014-03-01,Czechia,43,1676.1
2014-03-01,South Africa,40,1693.2
2014-03-01,Venezuela,38,1687.4
2014-03-01,Chile,43,1632.2
2014-03-01,Bolivia,47,1640.7
2014-03-01,Indonesia,43,1687.3
2014-03-01,New Zealand,49,1561.9
2014-03-01,Costa Rica,51,1676.5
2014-03-01,Curaçao,44,1668.2
2014-03-01,Honduras,52,1649.0
2014-03-01,DR Congo,46,1595.5
2014-03-01,Kenya,45,1576.9
2014-03-01,Panama,53,1546.4
2014-03-01,Bosnia and Herzegovina,49,1602.7
2014-03-01,Qatar,48,1561.7
2014-03-01,Haiti,53,1631.9
2014-03-01,Cuba,50,1475.5
2014-03-01,Iraq,54,1581.6
2014-03-01,Trinidad and Tobago,55,1555.1
2014-03-01,Uzbekistan,66,1524.8
2014-04-01,France,1,1982.3
2014-04-01,Spain,4,1949.5
2014-04-01,Argentina,6,1961.8
2014-04-01,England,1,1984.7
2014-04-01,Portugal,7,2027.3
2014-04-01,Brazil,6,1928.2
2014-04-01,Netherlands,5,1960.7
2014-04-01,Morocco,7,1912.3
2014-04-01,Belgium,10,1892.6
2014-04-01,Germany,11,1969.0
2014-04-01,Croatia,11,1911.3
2014-04-01,Austria,10,1875.7
2014-04-01,Colombia,15,1907.7
2014-04-01,Senegal,17,1901.1
2014-04-01,Mexico,18,1886.3
2014-04-01,United States,19,1875.2
2014-04-01,Uruguay,21,1893.0
2014-04-01,Japan,16,1850.5
2014-04-01,Switzerland,22,1825.4
2014-04-01,Norway,20,1855.3
2014-04-01,Iran,20,1941.5
2014-04-01,Turkey,24,1846.7
2014-04-01,Ecuador,25,1816.5
2014-04-01,Sweden,28,1806.2
2014-04-01,South Korea,28,1775.9
2014-04-01,Nigeria,28,1729.8
2014-04-01,Australia,26,1782.4
2014-04-01,Ivory Coast,29,1800.0
2014-04-01,Algeria,30,1800.3
2014-04-01,Egypt,33,1767.2
2014-04-01,Canada,30,1721.9
2014-04-01,Tunisia,28,1751.5
2014-04-01,Paraguay,34,1742.6
2014-04-01,Peru,33,1792.2
2014-04-01,Ghana,35,1774.4
2014-04-01,Saudi Arabia,36,1690.5
2014-04-01,Cabo Verde,39,1696.5
2014-04-01,Slovakia,40,1681.2
2014-04-01,Scotland,36,1703.5
2014-04-01,Jordan,37,1698.7
2014-04-01,Czechia,42,1686.5
2014-04-01,South Africa,45,1640.9
2014-04-01,Venezuela,42,1647.0
2014-04-01,Chile,44,1634.2
2014-04-01,Bolivia,47,1636.3
2014-04-01,Indonesia,47,1650.7
2014-04-01,New Zealand,45,1634.7
2014-04-01,Costa Rica,51,1637.9
2014-04-01,Curaçao,44,1610.0
2014-04-01,Honduras,47,1582.1
2014-04-01,DR Congo,44,1569.9
2014-04-01,Kenya,48,1629.0
2014-04-01,Panama,46,1560.7
2014-04-01,Bosnia and Herzegovina,49,1576.6
2014-04-01,Qatar,55,1552.3
2014-04-01,Haiti,57,1594.8
2014-04-01,Cuba,50,1599.6
2014-04-01,Iraq,59,1571.8
2014-04-01,Trinidad and Tobago,53,1536.0
2014-04-01,Uzbekistan,62,1523.8
2014-05-01,France,1,2042.5
2014-05-01,Spain,6,1993.8
2014-05-01,Argentina,1,2010.6
2014-05-01,England,1,2001.6
2014-05-01,Portugal,1,1997.9
2014-05-01,Brazil,7,1976.2
2014-05-01,Netherlands,5,1950.7
2014-05-01,Morocco,6,1965.3
2014-05-01,Belgium,10,1948.7
2014-05-01,Germany,12,1930.8
2014-05-01,Croatia,7,1932.4
2014-05-01,Austria,13,1976.2
2014-05-01,Colombia,10,1915.6
2014-05-01,Senegal,16,1862.9
2014-05-01,Mexico,12,1872.8
2014-05-01,United States,14,1866.3
2014-05-01,Uruguay,18,1869.0
2014-05-01,Japan,16,1861.0
2014-05-01,Switzerland,18,1840.1
2014-05-01,Norway,24,1851.5
2014-05-01,Iran,17,1849.4
2014-05-01,Turkey,26,1826.9
2014-05-01,Ecuador,26,1729.8
2014-05-01,Sweden,21,1857.1
2014-05-01,South Korea,29,1836.4
2014-05-01,Nigeria,30,1815.7
2014-05-01,Australia,23,1825.9
2014-05-01,Ivory Coast,25,1777.6
2014-05-01,Algeria,24,1754.1
2014-05-01,Egypt,30,1770.4
2014-05-01,Canada,26,1779.4
2014-05-01,Tunisia,33,1777.9
2014-05-01,Paraguay,28,1744.2
2014-05-01,Peru,33,1714.8
2014-05-01,Ghana,35,1682.1
2014-05-01,Saudi Arabia,40,1694.3
2014-05-01,Cabo Verde,37,1745.2
2014-05-01,Slovakia,39,1731.4
2014-05-01,Scotland,40,1702.7
2014-05-01,Jordan,42,1719.1
2014-05-01,Czechia,42,1652.3
2014-05-01,South Africa,43,1609.3
2014-05-01,Venezuela,43,1680.7
2014-05-01,Chile,45,1710.3
2014-05-01,Bolivia,45,1619.9
2014-05-01,Indonesia,41,1648.2
2014-05-01,New Zealand,42,1658.0
2014-05-01,Costa Rica,51,1621.5
2014-05-01,Curaçao,44,1656.0
2014-05-01,Honduras,52,1578.5
2014-05-01,DR Congo,47,1592.4
2014-05-01,Kenya,50,1531.5
2014-05-01,Panama,49,1611.5
2014-05-01,Bosnia and Herzegovina,55,1589.0
2014-05-01,Qatar,53,1621.0
2014-05-01,Haiti,50,1525.6
2014-05-01,Cuba,55,1587.9
2014-05-01,Iraq,58,1567.5
2014-05-01,Trinidad and Tobago,51,1529.8
2014-05-01,Uzbekistan,59,1491.2
2014-06-01,France,3,1958.9
2014-06-01,Spain,1,1918.7
2014-06-01,Argentina,4,1961.0
2014-06-01,England,6,1911.0
2014-06-01,Portugal,3,2011.3
2014-06-01,Brazil,2,1983.7
2014-06-01,Netherlands,11,1952.7
2014-06-01,Morocco,10,1865.5
2014-06-01,Belgium,10,1885.2
2014-06-01,Germany,14,1897.7
2014-06-01,Croatia,14,1915.9
2014-06-01,Austria,11,1871.7
2014-06-01,Colombia,11,1924.4
2014-06-01,Senegal,11,1946.5
2014-06-01,Mexico,14,1902.9
2014-06-01,United States,14,1866.1
2014-06-01,Uruguay,18,1879.9
2014-06-01,Japan,18,1873.0
2014-06-01,Switzerland,18,1833.0
2014-06-01,Norway,23,1840.7
2014-06-01,Iran,21,1849.5
2014-06-01,Turkey,18,1772.4
2014-06-01,Ecuador,24,1861.4
2014-06-01,Sweden,20,1823.2
2014-06-01,South Korea,22,1790.7
2014-06-01,Nigeria,28,1779.0
2014-06-01,Australia,30,1768.9
2014-06-01,Ivory Coast,26,1762.3
2014-06-01,Algeria,25,1778.4
2014-06-01,Egypt,30,1758.6
2014-06-01,Canada,27,1761.6
2014-06-01,Tunisia,35,1680.0
2014-06-01,Paraguay,34,1751.7
2014-06-01,Peru,37,1715.3
2014-06-01,Ghana,37,1728.8
2014-06-01,Saudi Arabia,38,1687.1
2014-06-01,Cabo Verde,39,1717.2
2014-06-01,Slovakia,40,1700.1
2014-06-01,Scotland,34,1688.2
2014-06-01,Jordan,37,1643.1
2014-06-01,Czechia,40,1650.4
2014-06-01,South Africa,42,1706.1
2014-06-01,Venezuela,40,1709.1
2014-06-01,Chile,39,1697.9
2014-06-01,Bolivia,47,1651.5
2014-06-01,Indonesia,49,1641.0
2014-06-01,New Zealand,44,1666.1
2014-06-01,Costa Rica,51,1621.6
2014-06-01,Curaçao,47,1625.5
2014-06-01,Honduras,44,1617.0
2014-06-01,DR Congo,47,1599.0
2014-06-01,Kenya,47,1539.7
2014-06-01,Panama,52,1604.9
2014-06-01,Bosnia and Herzegovina,53,1599.3
2014-06-01,Qatar,52,1603.3
2014-06-01,Haiti,57,1611.9
2014-06-01,Cuba,54,1619.2
2014-06-01,Iraq,54,1598.7
2014-06-01,Trinidad and Tobago,57,1579.4
2014-06-01,Uzbekistan,64,1517.1
2014-07-01,France,5,2052.9
2014-07-01,Spain,1,1992.2
2014-07-01,Argentina,5,1974.7
2014-07-01,England,7,1963.2
2014-07-01,Portugal,8,1933.5
2014-07-01,Brazil,2,1965.5
2014-07-01,Netherlands,11,1939.3
2014-07-01,Morocco,9,1946.0
2014-07-01,Belgium,7,1875.0
2014-07-01,Germany,6,1920.5
2014-07-01,Croatia,12,1882.8
2014-07-01,Austria,8,1853.7
2014-07-01,Colombia,10,1900.8
2014-07-01,Senegal,12,1944.8
2014-07-01,Mexico,11,1896.1
2014-07-01,United States,19,1843.6
2014-07-01,Uruguay,16,1819.2
2014-07-01,Japan,14,1845.9
2014-07-01,Switzerland,16,1817.6
2014-07-01,Norway,16,1827.3
2014-07-01,Iran,22,1844.5
2014-07-01,Turkey,19,1844.9
2014-07-01,Ecuador,22,1848.3
2014-07-01,Sweden,20,1754.0
2014-07-01,South Korea,23,1795.3
2014-07-01,Nigeria,27,1744.6
2014-07-01,Australia,23,1792.7
2014-07-01,Ivory Coast,27,1759.8
2014-07-01,Algeria,27,1777.1
2014-07-01,Egypt,32,1793.6
2014-07-01,Canada,26,1726.8
2014-07-01,Tunisia,34,1702.4
2014-07-01,Paraguay,32,1752.8
2014-07-01,Peru,29,1719.5
2014-07-01,Ghana,38,1703.0
2014-07-01,Saudi Arabia,39,1659.5
2014-07-01,Cabo Verde,36,1739.1
2014-07-01,Slovakia,40,1698.9
2014-07-01,Scotland,41,1724.4
2014-07-01,Jordan,39,1705.2
2014-07-01,Czechia,44,1709.0
2014-07-01,South Africa,44,1652.5
2014-07-01,Venezuela,41,1664.8
2014-07-01,Chile,45,1649.0
2014-07-01,Bolivia,47,1662.8
2014-07-01,Indonesia,45,1645.5
2014-07-01,New Zealand,48,1599.4
2014-07-01,Costa Rica,45,1629.7
2014-07-01,Curaçao,51,1607.6
2014-07-01,Honduras,46,1591.1
2014-07-01,DR Congo,45,1598.7
2014-07-01,Kenya,51,1640.2
2014-07-01,Panama,46,1556.7
2014-07-01,Bosnia and Herzegovina,49,1594.6
2014-07-01,Qatar,49,1581.5
2014-07-01,Haiti,53,1570.4
2014-07-01,Cuba,54,1562.5
2014-07-01,Iraq,57,1539.4
2014-07-01,Trinidad and Tobago,54,1528.7
2014-07-01,Uzbekistan,61,1532.4
2014-08-01,France,1,2029.7
2014-08-01,Spain,4,1985.2
2014-08-01,Argentina,5,1984.7
2014-08-01,England,7,2038.8
2014-08-01,Portugal,1,1909.2
2014-08-01,Brazil,6,1920.9
2014-08-01,Netherlands,4,1879.5
2014-08-01,Morocco,8,1951.5
2014-08-01,Belgium,10,1925.3
2014-08-01,Germany,7,1933.7
2014-08-01,Croatia,8,1907.9
2014-08-01,Austria,9,1905.3
2014-08-01,Colombia,12,1892.6
2014-08-01,Senegal,14,1839.0
2014-08-01,Mexico,18,1897.4
2014-08-01,United States,16,1944.4
2014-08-01,Uruguay,16,1890.9
2014-08-01,Japan,22,1858.2
2014-08-01,Switzerland,21,1886.1
2014-08-01,Norway,24,1900.8
2014-08-01,Iran,21,1870.9
2014-08-01,Turkey,21,1746.3
2014-08-01,Ecuador,21,1797.4
2014-08-01,Sweden,28,1819.4
2014-08-01,South Korea,28,1786.4
2014-08-01,Nigeria,30,1795.2
2014-08-01,Australia,28,1788.3
2014-08-01,Ivory Coast,29,1795.7
2014-08-01,Algeria,32,1758.1
2014-08-01,Egypt,27,1812.8
2014-08-01,Canada,33,1724.6
2014-08-01,Tunisia,29,1746.0
2014-08-01,Paraguay,28,1704.2
2014-08-01,Peru,33,1707.3
2014-08-01,Ghana,38,1729.8
2014-08-01,Saudi Arabia,36,1695.1
2014-08-01,Cabo Verde,37,1674.8
2014-08-01,Slovakia,33,1736.4
2014-08-01,Scotland,40,1707.0
2014-08-01,Jordan,37,1681.3
2014-08-01,Czechia,38,1702.0
2014-08-01,South Africa,42,1654.5
2014-08-01,Venezuela,45,1650.6
2014-08-01,Chile,45,1632.7
2014-08-01,Bolivia,43,1633.7
2014-08-01,Indonesia,45,1696.4
2014-08-01,New Zealand,47,1591.7
2014-08-01,Costa Rica,43,1626.6
2014-08-01,Curaçao,48,1602.6
2014-08-01,Honduras,50,1588.8
2014-08-01,DR Congo,52,1659.8
2014-08-01,Kenya,48,1621.3
2014-08-01,Panama,50,1559.6
2014-08-01,Bosnia and Herzegovina,50,1483.6
2014-08-01,Qatar,51,1626.2
2014-08-01,Haiti,56,1562.9
2014-08-01,Cuba,55,1589.7
2014-08-01,Iraq,52,1560.9
2014-08-01,Trinidad and Tobago,55,1573.5
2014-08-01,Uzbekistan,59,1512.1
2014-09-01,France,1,2031.2
2014-09-01,Spain,4,1973.5
2014-09-01,Argentina,1,1936.6
2014-09-01,England,2,1961.8
2014-09-01,Portugal,3,1958.9
2014-09-01,Brazil,6,1916.9
2014-09-01,Netherlands,6,1922.7
2014-09-01,Morocco,9,1954.0
2014-09-01,Belgium,7,1930.5
2014-09-01,Germany,8,1934.4
2014-09-01,Croatia,7,1885.8
2014-09-01,Austria,13,1896.5
2014-09-01,Colombia,15,1903.4
2014-09-01,Senegal,13,1870.2
2014-09-01,Mexico,19,1885.6
2014-09-01,United States,12,1816.0
2014-09-01,Uruguay,19,1815.4
2014-09-01,Japan,18,1888.4
2014-09-01,Switzerland,21,1873.0
2014-09-01,Norway,24,1802.4
2014-09-01,Iran,21,1895.0
2014-09-01,Turkey,24,1826.8
2014-09-01,Ecuador,25,1802.7
2014-09-01,Sweden,27,1780.6
2014-09-01,South Korea,21,1765.6
2014-09-01,Nigeria,30,1776.3
2014-09-01,Australia,31,1790.3
2014-09-01,Ivory Coast,32,1761.6
2014-09-01,Algeria,24,1783.0
2014-09-01,Egypt,31,1710.7
2014-09-01,Canada,33,1760.1
2014-09-01,Tunisia,27,1741.3
2014-09-01,Paraguay,33,1753.7
2014-09-01,Peru,33,1742.4
2014-09-01,Ghana,38,1647.0
2014-09-01,Saudi Arabia,35,1712.7
2014-09-01,Cabo Verde,39,1701.7
2014-09-01,Slovakia,41,1692.9
2014-09-01,Scotland,41,1670.1
2014-09-01,Jordan,38,1679.3
2014-09-01,Czechia,40,1685.6
2014-09-01,South Africa,45,1722.3
2014-09-01,Venezuela,39,1681.7
2014-09-01,Chile,39,1639.9
2014-09-01,Bolivia,45,1653.0
2014-09-01,Indonesia,49,1676.2
2014-09-01,New Zealand,43,1658.6
2014-09-01,Costa Rica,43,1661.1
2014-09-01,Curaçao,49,1629.1
2014-09-01,Honduras,48,1627.7
2014-09-01,DR Congo,50,1626.1
2014-09-01,Kenya,46,1623.0
2014-09-01,Panama,51,1560.5
2014-09-01,Bosnia and Herzegovina,50,1581.2
2014-09-01,Qatar,51,1580.6
2014-09-01,Haiti,52,1543.3
2014-09-01,Cuba,58,1636.0
2014-09-01,Iraq,52,1588.1
2014-09-01,Trinidad and Tobago,58,1593.3
2014-09-01,Uzbekistan,61,1505.2
2014-10-01,France,1,1986.4
2014-10-01,Spain,4,2014.3
2014-10-01,Argentina,7,1921.1
2014-10-01,England,2,1949.7
2014-10-01,Portugal,7,1943.0
2014-10-01,Brazil,10,1976.8
2014-10-01,Netherlands,5,1928.7
2014-10-01,Morocco,4,1937.6
2014-10-01,Belgium,11,1904.9
2014-10-01,Germany,14,1938.5
2014-10-01,Croatia,14,1887.7
2014-10-01,Austria,16,1932.8
2014-10-01,Colombia,16,1900.8
2014-10-01,Senegal,18,1877.3
2014-10-01,Mexico,15,1870.0
2014-10-01,United States,16,1818.2
2014-10-01,Uruguay,17,1866.3
2014-10-01,Japan,14,1868.4
2014-10-01,Switzerland,17,1816.7
2014-10-01,Norway,18,1850.5
2014-10-01,Iran,19,1837.1
2014-10-01,Turkey,23,1858.2
2014-10-01,Ecuador,22,1849.1
2014-10-01,Sweden,23,1817.9
2014-10-01,South Korea,21,1816.3
2014-10-01,Nigeria,30,1782.4
2014-10-01,Australia,24,1765.4
2014-10-01,Ivory Coast,25,1751.2
2014-10-01,Algeria,30,1773.1
2014-10-01,Egypt,27,1745.5
2014-10-01,Canada,29,1773.8
2014-10-01,Tunisia,27,1672.3
2014-10-01,Paraguay,36,1721.5
2014-10-01,Peru,33,1766.4
2014-10-01,Ghana,34,1754.5
2014-10-01,Saudi Arabia,34,1731.9
2014-10-01,Cabo Verde,36,1645.6
2014-10-01,Slovakia,37,1654.9
2014-10-01,Scotland,38,1655.0
2014-10-01,Jordan,40,1677.1
2014-10-01,Czechia,44,1756.1
2014-10-01,South Africa,38,1681.2
2014-10-01,Venezuela,39,1602.6
2014-10-01,Chile,45,1667.7
2014-10-01,Bolivia,45,1675.3
2014-10-01,Indonesia,44,1656.8
2014-10-01,New Zealand,45,1599.5
2014-10-01,Costa Rica,49,1647.9
2014-10-01,Curaçao,46,1590.6
2014-10-01,Honduras,46,1605.8
2014-10-01,DR Congo,50,1621.8
2014-10-01,Kenya,49,1569.7
2014-10-01,Panama,48,1624.2
2014-10-01,Bosnia and Herzegovina,53,1625.5
2014-10-01,Qatar,53,1568.2
2014-10-01,Haiti,57,1617.8
2014-10-01,Cuba,56,1577.1
2014-10-01,Iraq,58,1585.1
2014-10-01,Trinidad and Tobago,56,1583.8
2014-10-01,Uzbekistan,60,1472.0
2014-11-01,France,1,2011.1
2014-11-01,Spain,5,1993.6
2014-11-01,Argentina,1,1959.2
2014-11-01,England,1,1955.1
2014-11-01,Portugal,6,2012.3
2014-11-01,Brazil,9,1910.9
2014-11-01,Netherlands,5,1991.2
2014-11-01,Morocco,7,1964.2
2014-11-01,Belgium,5,1940.9
2014-11-01,Germany,6,1939.1
2014-11-01,Croatia,10,1915.0
2014-11-01,Austria,11,1944.5
2014-11-01,Colombia,10,1933.3
2014-11-01,Senegal,18,1849.9
2014-11-01,Mexico,13,1876.1
2014-11-01,United States,16,1864.7
2014-11-01,Uruguay,16,1891.0
2014-11-01,Japan,17,1868.6
2014-11-01,Switzerland,21,1821.5
2014-11-01,Norway,23,1870.6
2014-11-01,Iran,24,1819.4
2014-11-01,Turkey,18,1860.7
2014-11-01,Ecuador,24,1888.7
2014-11-01,Sweden,21,1811.6
2014-11-01,South Korea,28,1816.6
2014-11-01,Nigeria,25,1815.4
2014-11-01,Australia,23,1802.4
2014-11-01,Ivory Coast,28,1807.0
2014-11-01,Algeria,31,1757.9
2014-11-01,Egypt,30,1752.6
2014-11-01,Canada,33,1752.2
2014-11-01,Tunisia,28,1757.6
2014-11-01,Paraguay,36,1757.9
2014-11-01,Peru,29,1766.8
2014-11-01,Ghana,36,1729.0
2014-11-01,Saudi Arabia,40,1717.7
2014-11-01,Cabo Verde,39,1700.6
2014-11-01,Slovakia,37,1720.5
2014-11-01,Scotland,38,1701.3
2014-11-01,Jordan,42,1668.2
2014-11-01,Czechia,39,1725.8
2014-11-01,South Africa,38,1680.8
2014-11-01,Venezuela,39,1619.7
2014-11-01,Chile,39,1707.8
2014-11-01,Bolivia,44,1617.1
2014-11-01,Indonesia,43,1630.7
2014-11-01,New Zealand,49,1678.6
2014-11-01,Costa Rica,51,1620.3
2014-11-01,Curaçao,43,1668.8
2014-11-01,Honduras,48,1645.0
2014-11-01,DR Congo,50,1538.8
2014-11-01,Kenya,47,1613.1
2014-11-01,Panama,50,1593.9
2014-11-01,Bosnia and Herzegovina,53,1571.3
2014-11-01,Qatar,53,1588.9
2014-11-01,Haiti,51,1535.9
2014-11-01,Cuba,52,1527.7
2014-11-01,Iraq,59,1542.7
2014-11-01,Trinidad and Tobago,55,1527.7
2014-11-01,Uzbekistan,62,1458.9
2014-12-01,France,5,1988.2
2014-12-01,Spain,5,1945.7
2014-12-01,Argentina,1,1953.5
2014-12-01,England,1,2009.8
2014-12-01,Portugal,8,1947.8
2014-12-01,Brazil,4,1910.3
2014-12-01,Netherlands,10,1916.1
2014-12-01,Morocco,11,1920.5
2014-12-01,Belgium,10,1894.2
2014-12-01,Germany,7,1933.5
2014-12-01,Croatia,7,1933.2
2014-12-01,Austria,9,1850.9
2014-12-01,Colombia,10,1893.3
2014-12-01,Senegal,13,1861.0
2014-12-01,Mexico,14,1857.9
2014-12-01,United States,17,1920.3
2014-12-01,Uruguay,17,1830.7
2014-12-01,Japan,22,1858.8
2014-12-01,Switzerland,18,1831.2
2014-12-01,Norway,19,1874.8
2014-12-01,Iran,20,1816.1
2014-12-01,Turkey,25,1826.1
2014-12-01,Ecuador,21,1846.6
2014-12-01,Sweden,23,1780.2
2014-12-01,South Korea,24,1809.4
2014-12-01,Nigeria,29,1800.3
2014-12-01,Australia,31,1784.7
2014-12-01,Ivory Coast,29,1809.9
2014-12-01,Algeria,31,1745.1
2014-12-01,Egypt,33,1754.7
2014-12-01,Canada,30,1803.7
2014-12-01,Tunisia,34,1732.8
2014-12-01,Paraguay,35,1727.1
2014-12-01,Peru,31,1745.6
2014-12-01,Ghana,37,1703.8
2014-12-01,Saudi Arabia,40,1704.6
2014-12-01,Cabo Verde,38,1752.6
2014-12-01,Slovakia,33,1691.3
2014-12-01,Scotland,35,1725.0
2014-12-01,Jordan,38,1663.3
2014-12-01,Czechia,41,1701.3
2014-12-01,South Africa,38,1691.1
2014-12-01,Venezuela,41,1679.8
2014-12-01,Chile,39,1657.7
2014-12-01,Bolivia,43,1642.1
2014-12-01,Indonesia,49,1675.3
2014-12-01,New Zealand,42,1627.0
2014-12-01,Costa Rica,48,1601.7
2014-12-01,Curaçao,50,1640.8
2014-12-01,Honduras,47,1577.3
2014-12-01,DR Congo,45,1604.3
2014-12-01,Kenya,52,1626.7
2014-12-01,Panama,52,1644.4
2014-12-01,Bosnia and Herzegovina,53,1570.9
2014-12-01,Qatar,52,1591.9
2014-12-01,Haiti,52,1574.1
2014-12-01,Cuba,57,1528.1
2014-12-01,Iraq,58,1544.2
2014-12-01,Trinidad and Tobago,56,1599.1
2014-12-01,Uzbekistan,62,1522.3
2015-01-01,France,1,1951.7
2015-01-01,Spain,1,2002.0
2015-01-01,Argentina,1,1995.9
2015-01-01,England,1,2021.7
2015-01-01,Portugal,5,1978.1
2015-01-01,Brazil,3,1945.0
2015-01-01,Netherlands,6,1897.5
2015-01-01,Morocco,4,1896.3
2015-01-01,Belgium,10,1970.8
2015-01-01,Germany,6,1912.1
